src_ip,dst_ip,src_port,dst_port,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwr_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts
192.168.10.50,104.21.59.19,50670,443,6,2026-05-31 03:03:19,0.206289,33404.59258612917,130.88434186990096,67.86595504365235,63.018386826248616,14,13,1764,5127,583,66,126.0,130.86143162029936,1515,66,394.38461538461536,523.6236961291277,1515,66,255.22222222222223,398.59227597776635,158875.80246913584,280,260,20,6,0.007934192307692307,0.075619,0.0,0.017721325436666654,0.206289,0.128824,0.0,0.015868384615384614,0.03364836920162691,0.199048,0.075619,0.0,0.016587333333333332,0.024723110774918452,6,5,0,0,2,3,0,11,25,0,0,0.9285714285714286,255.22222222222223,64240,65535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.0,394.38461538461536,0,14,13,1764,5127
192.168.10.50,192.168.10.1,33484,53,17,2026-05-31 03:03:19,0.001558,210526.3157894737,1925.5455712451862,1283.697047496791,641.8485237483955,2,1,164,164,82,82,82.0,0.0,164,164,164.0,0.0,164,82,109.33333333333333,38.655170704864595,1494.222222222222,40,20,20,2,0.000779,0.001558,0.0,0.000779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,109.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.0,164.0,0,2,1,164,164
192.168.10.50,44.219.110.234,43790,443,6,2026-05-31 03:03:19,0.572532,13876.95360259339,45.41230883164609,24.452781678578663,20.959527153067427,14,12,1924,6021,583,66,137.42857142857142,137.96827496913622,2842,66,501.75,827.6328820799715,2842,66,305.5769230769231,599.4820952658876,359378.7825443787,280,240,20,5,0.022901280000000003,0.115605,0.0,0.04471445362611065,0.572532,0.116139,0.0,0.04404092307692308,0.05454766132117368,0.458425,0.117272,0.0,0.041675,0.054469859500461355,5,6,0,0,2,3,0,11,24,0,0,0.8571428571428571,305.5769230769231,64240,26847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.42857142857142,501.75,0,14,12,1924,6021
192.168.10.50,192.168.10.1,41569,53,17,2026-05-31 03:03:19,0.000959,320125.13034410845,3128.2586027111574,2085.505735140772,1042.752867570386,2,1,162,145,81,81,81.0,0.0,145,145,145.0,0.0,145,81,102.33333333333333,30.169889330626027,910.2222222222222,40,20,20,2,0.0004795,0.000959,0.0,0.0004795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,102.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.0,145.0,0,2,1,162,145
192.168.10.50,192.168.10.1,58190,53,17,2026-05-31 03:03:19,0.005712,57247.899159663866,525.2100840336134,350.14005602240894,175.07002801120447,2,1,162,165,81,81,81.0,0.0,165,165,165.0,0.0,165,81,109.0,39.59797974644666,1568.0,40,20,20,2,0.002856,0.005712,0.0,0.002856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,109.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.0,165.0,0,2,1,162,165
192.168.10.50,192.168.10.1,44686,53,17,2026-05-31 03:03:19,0.003763,94339.62264150944,797.2362476747277,531.4908317831517,265.7454158915759,2,1,162,193,81,81,81.0,0.0,193,193,193.0,0.0,193,81,118.33333333333333,52.79730632859555,2787.555555555556,40,20,20,2,0.0018815,0.003763,0.0,0.0018815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,118.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.0,193.0,0,2,1,162,193
192.168.10.50,192.168.50.100,58016,53,17,2026-05-31 03:03:19,0.0,0,0,0,0,2,0,266,0,133,133,133.0,0.0,0,0,0,0.0,133,133,133.0,0.0,0.0,40,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,133.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.0,0,0,2,0,266,0
192.168.10.1,192.168.10.50,58018,9995,17,2026-05-31 03:03:19,34.959572,725.0660849051584,0.5148804453326831,0.5148804453326831,0.0,18,0,25348,0,1470,874,1408.2222222222222,145.7317000348988,0,0,0,0.0,1470,874,1408.2222222222222,145.7317000348988,21237.728395061727,360,0,20,18,2.0564454117647055,34.954835,0.0,8.224597402339437,34.959572,34.954835,0.0,2.0564454117647055,8.224597402339437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1408.2222222222222,0,0,0,0,0,0,0,0,0,0,11582.0,8.5,0,0,4890014.777285201604390964746,0,1408.2222222222222,0,0,18,0,25348,0
192.168.10.50,17.253.113.201,54728,80,6,2026-05-31 03:03:19,0.155016,9553.852505547815,77.41136398823348,45.156628993136195,32.25473499509728,7,5,618,863,206,66,88.28571428571429,48.18332339161781,591,66,172.6,209.22294329255573,591,66,123.41666666666667,146.0185252706732,21321.409722222226,140,100,20,1,0.014092363636363636,0.053077,0.0,0.022899400807058556,0.155016,0.053367,0.0,0.025835999999999998,0.02576864126543475,0.10412199999999999,0.053179,0.0,0.026030499999999998,0.025921529897943905,1,1,0,0,2,3,0,2,10,0,0,0.7142857142857143,123.41666666666667,64240,33212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.28571428571429,172.6,0,7,5,618,863
192.168.10.50,192.168.50.100,55472,8080,6,2026-05-31 03:03:19,0.006807,111796.67988835023,1615.9835463493464,881.4455707360071,734.5379756133392,6,5,421,340,75,66,70.16666666666667,4.179978734661484,74,66,68.0,3.0983866769659336,75,66,69.18181818181819,3.880444721893281,15.057851239669423,120,100,20,1,0.0006807,0.002362,0.0,0.0009238597350247493,0.005118,0.00271,0.0,0.0010236,0.0011936737577747114,0.004656,0.002543,0.0,0.001164,0.001054944311326432,1,1,0,0,2,3,0,2,9,0,0,0.8333333333333334,69.18181818181819,64240,65160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.16666666666667,68.0,0,6,5,421,340
192.168.10.50,104.21.59.19,50674,443,6,2026-05-31 03:03:19,0.452798,16883.908497829056,61.83772896523395,33.1273548028039,28.710374162430046,15,13,2435,5210,583,66,162.33333333333334,171.48631302688725,2842,66,400.7692307692308,744.6248569009718,2842,66,273.0357142857143,536.0272169357806,287325.1772959184,300,260,20,7,0.016770296296296297,0.229509,0.0,0.045519286945055304,0.452798,0.229509,0.0,0.03234271428571428,0.06451513842881991,0.42495,0.238252,1e-06,0.0354125,0.0657943909786389,7,6,0,0,2,3,0,13,26,0,0,0.8666666666666667,273.0357142857143,64240,65535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.33333333333334,400.7692307692308,0,15,13,2435,5210
192.168.10.50,192.168.10.1,49124,53,17,2026-05-31 03:03:19,0.042745,7345.888408000936,70.18364721020002,46.78909814013335,23.394549070066674,2,1,168,146,84,84,84.0,0.0,146,146,146.0,0.0,146,84,104.66666666666667,29.227080289043965,854.2222222222223,40,20,20,2,0.0213725,0.042745,0.0,0.0213725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,104.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.0,146.0,0,2,1,168,146
192.168.10.50,192.168.10.1,36680,53,17,2026-05-31 03:03:19,0.025879,12442.520962942926,115.92410835039995,77.28273890026662,38.64136945013331,2,1,174,148,87,87,87.0,0.0,148,148,148.0,0.0,148,87,107.33333333333333,28.75567576825293,826.8888888888888,40,20,20,2,0.0129395,0.025879,0.0,0.0129395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,107.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.0,148.0,0,2,1,174,148
192.168.10.50,192.168.10.1,57342,53,17,2026-05-31 03:03:19,0.024871,13549.917574685376,120.62241164408347,80.41494109605564,40.20747054802782,2,1,184,153,92,92,92.0,0.0,153,153,153.0,0.0,153,92,112.33333333333333,28.75567576825293,826.8888888888888,40,20,20,2,0.0124355,0.024871,0.0,0.0124355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,112.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.0,153.0,0,2,1,184,153
192.168.10.50,192.168.10.1,37775,53,17,2026-05-31 03:03:19,0.015705,20885.068449538365,191.0219675262655,127.34797835084368,63.67398917542184,2,1,164,164,82,82,82.0,0.0,164,164,164.0,0.0,164,82,109.33333333333333,38.655170704864595,1494.222222222222,40,20,20,2,0.0078525,0.015705,0.0,0.0078525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,109.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.0,164.0,0,2,1,164,164
192.168.10.50,104.21.59.19,50678,443,6,2026-05-31 03:03:19,0.233564,30514.120326762688,119.8814885855697,64.22222602798377,55.65926255758593,15,13,1918,5209,583,66,127.86666666666666,130.54085780151576,1515,66,400.6923076923077,520.7136204827112,1515,66,254.53571428571428,391.82936174371844,153530.24872448976,300,260,20,6,0.008650518518518517,0.073328,0.0,0.018472180886243552,0.233564,0.129983,0.0,0.016683142857142855,0.03349652993937718,0.21417,0.073328,0.0,0.0178475,0.025732377683572113,6,5,0,0,2,3,0,11,26,0,0,0.8666666666666667,254.53571428571428,64240,65535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.86666666666666,400.6923076923077,0,15,13,1918,5209
192.168.10.50,104.26.13.205,59088,443,6,2026-05-31 03:03:19,0.186441,32798.57971154414,134.0906774797389,75.09077938865379,58.999898091085115,14,11,1797,4318,583,66,128.35714285714286,131.6036295324808,1505,66,392.54545454545456,535.0779660498703,1505,66,244.6,390.98879779349176,152872.24,280,220,20,6,0.007768374999999998,0.110289,0.0,0.021846847943529712,0.186441,0.119322,0.0,0.014341615384615385,0.03081266004430512,0.17505,0.110289,0.0,0.017505,0.031768961821249365,6,5,0,0,2,3,0,11,23,0,0,0.7857142857142857,244.6,64240,65535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.35714285714286,392.54545454545456,0,14,11,1797,4318
192.168.10.50,198.252.206.1,35444,443,6,2026-05-31 03:03:19,0.083627,69020.7708036878,298.94651248998525,155.45218649479233,143.49432599519292,13,12,1679,4093,583,66,129.15384615384616,134.5618794766334,2423,66,341.0833333333333,646.0464970796521,2423,66,230.88,470.07091550105497,220966.66559999998,260,240,20,6,0.0034844583333333338,0.019653,0.0,0.005230116561632627,0.083627,0.019653,0.0,0.006968916666666666,0.0072887173821179875,0.072743,0.030491,0.0,0.006613,0.008957882146213722,6,5,0,0,2,3,0,11,23,0,0,0.9230769230769231,230.88,64240,65535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.15384615384616,341.0833333333333,0,13,12,1679,4093
192.168.10.50,196.203.56.90,39226,80,6,2026-05-31 03:03:19,0.033238,35682.050664901624,361.0325531018714,210.6023226427583,150.4302304591131,7,5,656,530,244,66,93.71428571428571,61.45315122854456,258,66,106.0,76.06313167363017,258,66,98.83333333333333,68.1931488901602,4650.3055555555575,140,100,20,1,0.003021636363636364,0.010216,0.0,0.0038910122607392467,0.033238000000000004,0.013173,0.0,0.0055396666666666676,0.005497088582958155,0.024618,0.010506,0.0,0.0061545,0.0039708876526540005,1,1,0,0,2,3,0,2,10,0,0,0.7142857142857143,98.83333333333333,64240,65160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.71428571428571,106.0,0,7,5,656,530
192.168.10.50,54.208.27.201,46366,443,6,2026-05-31 03:03:19,0.618553,13070.828207122106,50.11696653318309,27.483497776261693,22.633468756921395,17,14,2012,6073,583,54,118.3529411764706,126.0149109648026,2842,66,433.7857142857143,777.8924988685252,2842,54,260.80645161290323,553.740268645569,306628.28511966695,340,280,20,5,0.020618433333333335,0.153541,0.0,0.04563773979188959,0.618553,0.153655,0.0,0.0386595625,0.05716768817366235,0.505825,0.153565,0.0,0.03890961538461539,0.058020653959852904,5,6,0,0,2,3,4,11,25,0,0,0.8235294117647058,260.80645161290323,64240,26847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.3529411764706,433.7857142857143,0,17,14,2012,6073
192.168.10.50,3.214.41.124,59866,443,6,2026-05-31 03:03:19,0.632745,13005.239077353435,50.573295719444644,26.867063350954965,23.706232368489676,17,15,2074,6155,583,66,122.0,125.31043804229934,2842,66,410.3333333333333,746.9958203066168,2842,66,257.15625,539.0813429677728,290608.6943359375,340,300,20,5,0.020411129032258064,0.112052,0.0,0.04013535485823259,0.628188,0.154215,0.0,0.03926175,0.05491797353383043,0.522595,0.112887,0.0,0.03732821428571429,0.04988188081025382,5,6,0,0,2,3,0,11,30,0,0,0.8823529411764706,257.15625,64240,26847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.0,410.3333333333333,0,17,15,2074,6155
192.168.10.50,192.168.10.1,50215,53,17,2026-05-31 03:03:19,0.00095,345263.15789473685,3157.8947368421054,2105.2631578947367,1052.6315789473683,2,1,164,164,82,82,82.0,0.0,164,164,164.0,0.0,164,82,109.33333333333333,38.655170704864595,1494.222222222222,40,20,20,2,0.000475,0.00095,0.0,0.000475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,109.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.0,164.0,0,2,1,164,164
192.168.10.50,98.80.163.107,58428,443,6,2026-05-31 03:03:19,0.610996,12800.411131987772,42.553470071817166,22.913406961747704,19.640063110069462,14,12,1894,5927,583,66,135.28571428571428,133.45434134748032,2842,66,493.9166666666667,824.8819570432823,2842,66,300.8076923076923,596.3208364134431,355598.53994082834,280,240,20,6,0.02443984,0.156329,0.0,0.04836240766105839,0.610996,0.15637,0.0,0.046999692307692305,0.05958520402994305,0.502104,0.157689,0.0,0.04564581818181818,0.06029890947426101,6,6,0,0,2,3,0,12,24,0,0,0.8571428571428571,300.8076923076923,64240,26847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.28571428571428,493.9166666666667,0,14,12,1894,5927
192.168.10.50,172.67.167.151,43614,443,6,2026-05-31 03:03:20,0.196389,165829.04337819328,213.86126514214135,101.83869768673398,112.02256745540737,20,22,2150,30417,583,66,107.5,112.71224423282503,4230,66,1382.590909090909,1317.5331170269726,4230,66,775.4047619047619,1149.2909213432802,1320869.621882086,400,440,20,6,0.004789975609756098,0.055768,0.0,0.012098760153144105,0.196024,0.055779,0.0,0.010317052631578946,0.016132288471045246,0.150494,0.062374,0.0,0.007166380952380952,0.016395855133818454,6,10,0,0,2,3,0,16,40,0,0,1.1,775.4047619047619,64240,65535,0,0,0,0,0,0,0,0,0,0,25567.0,13.0,0,6031375.324368954942203349847,107.5,1382.590909090909,0,20,22,2150,30417
192.168.10.50,192.168.10.1,46153,53,17,2026-05-31 03:03:20,0.000972,337448.5596707819,3086.41975308642,2057.61316872428,1028.80658436214,2,1,164,164,82,82,82.0,0.0,164,164,164.0,0.0,164,82,109.33333333333333,38.655170704864595,1494.222222222222,40,20,20,2,0.000486,0.000972,0.0,0.000486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,109.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.0,164.0,0,2,1,164,164
192.168.10.50,3.214.41.124,59882,443,6,2026-05-31 03:03:20,0.698451,11830.464842916683,44.383929581316366,24.33957428652833,20.044355294788037,17,14,2116,6147,583,66,124.47058823529412,127.72724507695332,2842,66,439.07142857142856,769.281433202042,2842,66,266.5483870967742,548.3794211986557,300719.9895941726,340,280,20,5,0.023281700000000006,0.12692,0.0,0.043215942310795445,0.698451,0.155035,0.0,0.0436531875,0.056978996139168195,0.571479,0.116683,0.0,0.04395992307692308,0.05466175165289998,5,6,0,0,2,3,0,11,29,0,0,0.8235294117647058,266.5483870967742,64240,26847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.47058823529412,439.07142857142856,0,17,14,2116,6147
192.168.10.50,192.168.10.1,54647,53,17,2026-05-31 03:03:20,0.001144,286713.2867132867,2622.377622377622,1748.2517482517483,874.1258741258741,2,1,164,164,82,82,82.0,0.0,164,164,164.0,0.0,164,82,109.33333333333333,38.655170704864595,1494.222222222222,40,20,20,2,0.000572,0.001144,0.0,0.000572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,109.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.0,164.0,0,2,1,164,164
192.168.10.50,52.72.66.147,42094,443,6,2026-05-31 03:03:20,0.684103,11039.273325800354,43.85304552092302,23.388290944492276,20.464754576430742,16,14,1963,5589,583,54,122.6875,127.04512916184548,2934,66,399.2142857142857,785.822151686775,2934,54,251.73333333333332,561.9736609090818,315814.39555555565,320,280,20,6,0.023589758620689655,0.176557,0.0,0.05069843843045429,0.684103,0.176606,0.0,0.04560686666666667,0.0631711383242555,0.507528,0.151071,0.0,0.03904061538461538,0.05776566251348028,6,6,0,0,2,3,3,12,25,0,0,0.875,251.73333333333332,64240,26847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.6875,399.2142857142857,0,16,14,1963,5589
192.168.10.50,192.168.10.1,38125,53,17,2026-05-31 03:03:20,0.001635,200611.62079510704,1834.8623853211009,1223.2415902140674,611.6207951070337,2,1,164,164,82,82,82.0,0.0,164,164,164.0,0.0,164,82,109.33333333333333,38.655170704864595,1494.222222222222,40,20,20,2,0.0008175,0.001635,0.0,0.0008175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,109.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.0,164.0,0,2,1,164,164
192.168.10.50,3.91.130.154,44632,443,6,2026-05-31 03:03:20,0.67108,11919.592298980748,40.23365321571199,20.861894259998806,19.37175895571318,14,13,1918,6081,583,66,137.0,137.5520680635934,2842,66,467.7692307692308,803.3879371230271,2842,66,296.25925925925924,589.8210395624782,347888.8587105624,280,260,20,5,0.025810769230769234,0.172967,0.0,0.05197038121728397,0.669667,0.173085,0.0,0.05151284615384615,0.06439169226974041,0.49811300000000003,0.139422,0.0,0.041509416666666674,0.05822579937973992,5,6,0,0,2,3,0,11,25,0,0,0.9285714285714286,296.25925925925924,64240,26847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.0,467.7692307692308,0,14,13,1918,6081
192.168.10.50,104.21.59.19,50686,443,6,2026-05-31 03:03:20,0.273668,25680.751859917855,105.9678150167356,54.81093880175979,51.1568762149758,15,14,1830,5198,583,66,122.0,127.30697807530689,2842,66,371.2857142857143,723.7209829930937,2842,66,242.3448275862069,526.0758615717115,276755.81212841853,300,280,20,6,0.009773857142857143,0.058931,0.0,0.017432702076668364,0.273668,0.117783,0.0,0.019547714285714286,0.030368543662877244,0.24279799999999999,0.064898,0.0,0.018676769230769233,0.02547603697339566,6,5,0,0,2,3,0,11,27,0,0,0.9333333333333333,242.3448275862069,64240,65535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.0,371.2857142857143,0,15,14,1830,5198
192.168.10.50,192.168.10.1,40598,53,17,2026-05-31 03:03:20,0.00133,245864.66165413533,2255.6390977443607,1503.7593984962407,751.8796992481203,2,1,162,165,81,81,81.0,0.0,165,165,165.0,0.0,165,81,109.0,39.59797974644666,1568.0,40,20,20,2,0.000665,0.00133,0.0,0.000665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,109.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.0,165.0,0,2,1,162,165
192.168.10.50,140.82.121.3,44700,443,6,2026-05-31 03:03:20,0.203794,30344.367351344987,142.30055840701885,73.60373710707871,68.69682129994014,15,14,1766,4418,583,54,117.73333333333333,127.65394192459898,2842,66,315.57142857142856,705.4250708702131,2842,54,213.24137931034483,508.3646298754885,258434.5969084424,300,280,20,6,0.007278357142857142,0.050207,0.0,0.015768604733126895,0.203794,0.051105,0.0,0.014556714285714286,0.020035223787222382,0.153646,0.060893,0.0,0.011818923076923078,0.02161102775636528,6,7,0,0,2,3,2,13,25,0,0,0.9333333333333333,213.24137931034483,64240,65535,0,0,0,0,0,0,0,0,0,0,328.0,4.0,0,794188.8619854721549636803874,117.73333333333333,315.57142857142856,0,15,14,1766,4418
192.168.10.50,54.235.97.46,50616,443,6,2026-05-31 03:03:20,1.035424,8086.542324690176,30.905213709552804,15.452606854776402,15.452606854776402,16,16,2083,6290,583,66,130.1875,130.11111537355293,2842,66,393.125,740.5870032447234,2842,66,261.65625,547.7070732480433,299983.0380859375,320,320,20,6,0.03340077419354839,0.33658,0.0,0.07259834820599802,1.035424,0.344029,0.0,0.06902826666666666,0.09689262287602475,0.872546,0.33658,0.0,0.058169733333333334,0.09093817193563743,6,6,0,0,2,3,0,12,30,0,0,1.0,261.65625,64240,26847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.1875,393.125,0,16,16,2083,6290
192.168.10.50,34.160.111.145,48426,443,6,2026-05-31 03:03:20,0.309298,23065.13459511539,100.22696558012014,58.19630259490847,42.03066298521167,18,13,2129,5005,583,66,118.27777777777777,116.5403151777461,1454,66,385.0,498.6824178233617,1454,66,230.1290322580645,359.85487593997277,129495.53173777318,360,260,20,8,0.010309933333333333,0.069798,0.0,0.019023609242085363,0.309298,0.08608,0.0,0.018194000000000002,0.02524704244531019,0.275781,0.087919,0.0,0.02298175,0.029455815815457677,8,6,0,0,2,3,0,14,29,0,0,0.7222222222222222,230.1290322580645,64240,65535,0,0,0,0,0,0,0,0,302.0,4.0,0,0,4424.324997436235514730658228,0,118.27777777777777,385.0,0,18,13,2129,5005
192.168.10.50,192.168.10.1,40779,53,17,2026-05-31 03:03:21,0.001301,235203.68946963872,2305.9185242121443,1537.2790161414296,768.6395080707148,2,1,170,136,85,85,85.0,0.0,136,136,136.0,0.0,136,85,102.0,24.041630560342615,578.0,40,20,20,2,0.0006505,0.001301,0.0,0.0006505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,102.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.0,136.0,0,2,1,170,136
192.168.10.50,192.168.10.1,59753,53,17,2026-05-31 03:03:21,0.0505,6891.089108910891,59.4059405940594,39.603960396039604,19.801980198019802,2,1,170,178,85,85,85.0,0.0,178,178,178.0,0.0,178,85,116.0,43.840620433565945,1922.0,40,20,20,2,0.02525,0.0505,0.0,0.02525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,116.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.0,178.0,0,2,1,170,178
192.168.10.50,192.168.10.1,41565,53,17,2026-05-31 03:03:21,0.001103,297370.8068902992,2719.8549410698097,1813.236627379873,906.6183136899365,2,1,164,164,82,82,82.0,0.0,164,164,164.0,0.0,164,82,109.33333333333333,38.655170704864595,1494.222222222222,40,20,20,2,0.0005515,0.001103,0.0,0.0005515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,109.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.0,164.0,0,2,1,164,164
192.168.10.50,17.253.113.201,54742,80,6,2026-05-31 03:03:21,0.164719,8693.593331673941,66.78039570419926,42.49661544812681,24.28378025607246,7,4,635,797,223,66,90.71428571428571,54.1181624799298,591,66,199.25,226.20054708156653,591,66,130.1818181818182,152.3016254803833,23195.78512396694,140,80,20,1,0.016471900000000005,0.061909,0.0,0.02515625606663281,0.164719,0.061959,0.0,0.027453166666666667,0.02754954189223883,0.102799,0.05196,0.000231,0.034266333333333336,0.024072943488950872,1,1,0,0,2,3,0,2,9,0,0,0.5714285714285714,130.1818181818182,64240,33212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.71428571428571,199.25,0,7,4,635,797
192.168.10.50,44.219.110.234,43792,443,6,2026-05-31 03:03:21,0.578918,14153.99072062019,51.82081054657136,25.91040527328568,25.91040527328568,15,15,1981,6213,583,66,132.06666666666666,133.86235052802894,1546,66,414.2,565.6440812619421,1546,66,273.1333333333333,434.55262307598855,188835.9822222222,300,300,20,5,0.01996268965517241,0.117988,0.0,0.0428136211922484,0.578603,0.118016,0.0,0.04132878571428572,0.05468310578646829,0.46093,0.11587,1e-06,0.03292357142857143,0.05114992142671564,5,6,0,0,2,3,0,11,28,0,0,1.0,273.1333333333333,64240,26847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.06666666666666,414.2,0,15,15,1981,6213
192.168.10.50,192.168.10.1,36462,53,17,2026-05-31 03:03:21,0.036195,7680.61887000967,82.88437629506838,55.256250863378924,27.628125431689462,2,1,164,114,82,82,82.0,0.0,114,114,114.0,0.0,114,82,92.66666666666667,15.084944665313014,227.55555555555557,40,20,20,2,0.0180975,0.036195,0.0,0.0180975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,92.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.0,114.0,0,2,1,164,114
192.168.10.50,192.168.10.1,56273,53,17,2026-05-31 03:03:21,0.026871,11238.882066167987,111.64452383610585,74.4296825574039,37.21484127870195,2,1,164,138,82,82,82.0,0.0,138,138,138.0,0.0,138,82,100.66666666666667,26.398653164297773,696.8888888888888,40,20,20,2,0.0134355,0.026871,0.0,0.0134355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,100.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.0,138.0,0,2,1,164,138
192.168.10.50,146.190.62.39,43372,80,6,2026-05-31 03:03:21,0.521374,14032.153502092548,36.442170112050086,21.09809848592373,15.34407162612635,11,8,832,6484,156,66,75.63636363636364,25.595712450872874,1454,66,810.5,654.6768286719793,1454,66,385.05263157894734,559.0022571919601,312483.52354570635,220,160,20,1,0.028965222222222222,0.174385,0.0,0.06458290385367353,0.521374,0.174406,0.0,0.0521374,0.0794038965582924,0.347048,0.174571,0.0,0.04957828571428572,0.07816686906084643,1,3,0,0,2,3,0,4,17,0,0,0.7272727272727273,385.05263157894734,64240,65160,0,0,0,0,0,0,0,0,0,0,5948.0,5.0,0,8295676.429567642956764295676,75.63636363636364,810.5,0,11,8,832,6484
