src_ip,dst_ip,src_port,dst_port,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwr_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts
192.168.10.50,192.168.10.1,54090,53,17,2026-05-31 03:07:56,0.007315,44839.371155160625,410.11619958988376,273.4107997265892,136.7053998632946,2,1,164,164,82,82,82.0,0.0,164,164,164.0,0.0,164,82,109.33333333333333,38.655170704864595,1494.222222222222,40,20,20,2,0.0036575,0.007315,0.0,0.0036575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,109.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.0,164.0,0,2,1,164,164
192.168.10.50,3.91.130.154,52902,443,6,2026-05-31 03:07:56,0.596821,13437.864954483839,46.91523924258697,25.133163879957305,21.782075362629666,15,13,1977,6043,583,66,131.8,133.60099800026447,1546,66,464.84615384615387,589.0938081434056,1546,66,286.42857142857144,445.2777968038948,198272.31632653062,300,260,20,5,0.022104481481481482,0.132737,0.0,0.045408779611493776,0.596821,0.132796,0.0,0.04263007142857143,0.05628289094953949,0.464059,0.116769,1e-06,0.038671583333333336,0.05375264555265836,5,6,0,0,2,3,0,11,26,0,0,0.8666666666666667,286.42857142857144,64240,26847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.8,464.84615384615387,0,15,13,1977,6043
192.168.10.50,198.252.206.1,33108,443,6,2026-05-31 03:07:56,0.106914,54632.69543745441,233.8328001945489,121.59305610116543,112.23974409338348,13,12,1738,4103,583,66,133.69230769230768,135.6059816104021,2423,66,341.9166666666667,645.1063811927111,2423,66,233.64,469.19308434801127,220142.15040000004,260,240,20,6,0.00445475,0.031962,0.0,0.00843427688685679,0.106914,0.031984,0.0,0.008909499999999999,0.010756928918143878,0.074947,0.039863,0.0,0.0068133636363636365,0.01106764606879585,6,6,0,0,2,3,0,12,23,0,0,0.9230769230769231,233.64,64240,65535,0,0,0,0,0,0,0,0,0,0,390.0,4.0,0,108153.0782029950083194675541,133.69230769230768,341.9166666666667,0,13,12,1738,4103
192.168.10.50,192.168.50.100,35244,53,17,2026-05-31 03:07:59,0.0,0,0,0,0,2,0,266,0,133,133,133.0,0.0,0,0,0,0.0,133,133,133.0,0.0,0.0,40,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,133.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.0,0,0,2,0,266,0
192.168.10.50,192.168.50.100,46694,53,17,2026-05-31 03:07:59,0.0,0,0,0,0,2,0,266,0,133,133,133.0,0.0,0,0,0,0.0,133,133,133.0,0.0,0.0,40,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,133.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.0,0,0,2,0,266,0
192.168.10.50,192.168.50.100,34315,53,17,2026-05-31 03:07:59,0.0,0,0,0,0,2,0,266,0,133,133,133.0,0.0,0,0,0,0.0,133,133,133.0,0.0,0.0,40,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,133.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.0,0,0,2,0,266,0
192.168.10.50,192.168.50.100,34014,53,17,2026-05-31 03:07:59,0.0,0,0,0,0,2,0,266,0,133,133,133.0,0.0,0,0,0,0.0,133,133,133.0,0.0,0.0,40,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,133.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.0,0,0,2,0,266,0
192.168.10.50,192.168.50.100,51875,53,17,2026-05-31 03:07:59,0.0,0,0,0,0,2,0,266,0,133,133,133.0,0.0,0,0,0,0.0,133,133,133.0,0.0,0.0,40,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,133.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.0,0,0,2,0,266,0
192.168.10.50,192.168.50.100,53432,53,17,2026-05-31 03:07:59,0.0,0,0,0,0,2,0,266,0,133,133,133.0,0.0,0,0,0,0.0,133,133,133.0,0.0,0.0,40,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,133.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.0,0,0,2,0,266,0
192.168.10.50,192.168.50.100,54078,8080,6,2026-05-31 03:08:01,0.006032,126160.4774535809,1823.6074270557028,994.6949602122016,828.9124668435013,6,5,421,340,75,66,70.16666666666667,4.179978734661484,74,66,68.0,3.0983866769659336,75,66,69.18181818181819,3.880444721893281,15.057851239669423,120,100,20,1,0.0006031999999999999,0.001555,0.0,0.0005651806436883697,0.004766,0.002457,0.0,0.0009531999999999999,0.00085907075377992,0.004825,0.002274,0.0,0.00120625,0.0008533511513439236,1,1,0,0,2,3,0,2,9,0,0,0.8333333333333334,69.18181818181819,64240,65160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.16666666666667,68.0,0,6,5,421,340
192.168.10.50,104.21.59.19,42818,443,6,2026-05-31 03:08:02,0.237607,29889.691802009198,126.25890651369699,63.12945325684849,63.12945325684849,15,15,1830,5272,583,66,122.0,127.30697807530689,1514,66,351.46666666666664,498.36129687428803,1514,66,236.73333333333332,381.3781092593309,145449.26222222217,300,300,20,6,0.008193344827586206,0.086966,0.0,0.018815658124012424,0.23760699999999998,0.135699,0.0,0.016971928571428572,0.03472009573609309,0.228017,0.086966,0.0,0.01628692857142857,0.025861084731598132,6,5,0,0,2,3,0,11,28,0,0,1.0,236.73333333333332,64240,65535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.0,351.46666666666664,0,15,15,1830,5272
192.168.10.50,192.168.10.1,38286,53,17,2026-05-31 03:08:02,0.047097,6497.229122874069,63.6983247340595,42.46554982270633,21.232774911353165,2,1,170,136,85,85,85.0,0.0,136,136,136.0,0.0,136,85,102.0,24.041630560342615,578.0,40,20,20,2,0.0235485,0.047097,0.0,0.0235485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,102.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.0,136.0,0,2,1,170,136
192.168.10.50,192.168.10.1,60209,53,17,2026-05-31 03:08:02,0.068479,5081.849910191446,43.80905094992625,29.206033966617504,14.603016983308752,2,1,170,178,85,85,85.0,0.0,178,178,178.0,0.0,178,85,116.0,43.840620433565945,1922.0,40,20,20,2,0.0342395,0.068479,0.0,0.0342395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,116.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.0,178.0,0,2,1,170,178
192.168.10.50,192.168.10.1,48633,53,17,2026-05-31 03:08:02,0.003638,90159.42825728422,824.6289169873556,549.7526113249038,274.8763056624519,2,1,164,164,82,82,82.0,0.0,164,164,164.0,0.0,164,82,109.33333333333333,38.655170704864595,1494.222222222222,40,20,20,2,0.001819,0.003638,0.0,0.001819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,109.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.0,164.0,0,2,1,164,164
192.168.10.50,192.168.10.1,34318,53,17,2026-05-31 03:08:02,0.003014,104180.49104180491,995.35500995355,663.5700066357,331.78500331785,2,1,168,146,84,84,84.0,0.0,146,146,146.0,0.0,146,84,104.66666666666667,29.227080289043965,854.2222222222223,40,20,20,2,0.001507,0.003014,0.0,0.001507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,104.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.0,146.0,0,2,1,168,146
192.168.10.50,172.66.0.218,32816,443,6,2026-05-31 03:08:02,0.108681,164913.8303843358,303.6409307974715,156.42108556233381,147.21984523513768,17,16,2005,15918,583,66,117.94117647058823,123.38055456867885,4230,66,994.875,1198.4645319637123,4230,66,543.1212121212121,946.739116654948,896314.9550045914,340,320,20,5,0.0033962812499999996,0.038701,0.0,0.007310354010897724,0.108681,0.052261,0.0,0.0067925625,0.012659860410806028,0.096959,0.038701,0.0,0.006463933333333333,0.010457662915882411,5,7,0,0,2,3,0,12,31,0,0,0.9411764705882353,543.1212121212121,64240,65535,0,0,0,0,0,0,0,0,0,0,11950.0,8.0,0,2702397.105382180009045680687,117.94117647058823,994.875,0,17,16,2005,15918
192.168.10.50,17.253.113.201,39464,80,6,2026-05-31 03:08:02,0.166124,8589.968938864944,66.21559798704583,42.13719871902916,24.078399268016664,7,4,629,798,217,66,89.85714285714286,52.02315026279461,592,66,199.5,226.6335147324861,592,66,129.72727272727272,152.25462578976104,23181.471074380162,140,80,20,1,0.0166124,0.063694,0.0,0.02499481035815235,0.166124,0.063731,0.0,0.02768733333333333,0.027284888318546505,0.115938,0.063918,0.000511,0.038646,0.02743725556003491,1,1,0,0,2,3,0,2,9,0,0,0.5714285714285714,129.72727272727272,64240,33212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.85714285714286,199.5,0,7,4,629,798
192.168.10.50,104.21.59.19,42832,443,6,2026-05-31 03:08:02,0.201519,34145.66368431761,133.98240364432138,69.47235744520367,64.5100461991177,14,13,1764,5117,583,66,126.0,130.86143162029936,1515,66,393.61538461538464,522.9445533870295,1515,66,254.85185185185185,398.0334718573212,158430.6447187929,280,260,20,6,0.007750730769230769,0.078135,0.0,0.017707048906183555,0.201519,0.131545,0.0,0.015501461538461539,0.034094479850094804,0.193746,0.078135,0.0,0.0161455,0.024057047475739828,6,5,0,0,2,3,0,11,25,0,0,0.9285714285714286,254.85185185185185,64240,65535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.0,393.61538461538464,0,14,13,1764,5117
192.168.10.50,3.91.130.154,52904,443,6,2026-05-31 03:08:02,0.592108,11862.700723516657,40.53314598012525,23.644335155073062,16.888810825052186,14,10,1792,5232,583,66,128.0,132.72366566883025,2842,66,523.2,885.3037670765893,2842,66,292.6666666666667,612.2129712953019,374804.72222222225,280,200,20,5,0.02574382608695652,0.111831,0.0,0.04513106451663351,0.592108,0.142375,0.0,0.04554676923076924,0.057265499621907995,0.48368,0.113144,0.0,0.05374222222222222,0.05313045331545904,5,5,0,0,2,3,0,10,22,0,0,0.7142857142857143,292.6666666666667,64240,26847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.0,523.2,0,14,10,1792,5232
192.168.10.50,172.67.74.152,39134,443,6,2026-05-31 03:08:02,1.116132,5608.655607042895,24.19068712302846,13.4392706239047,10.75141649912376,15,12,1810,4450,583,66,120.66666666666667,127.0903440689164,1505,66,370.8333333333333,520.3253522770366,1505,66,231.85185185185185,380.4657675459757,144754.20027434843,300,240,20,6,0.04292815384615386,0.938768,0.0,0.17963006440153445,1.1091199999999999,0.993235,0.0,0.07922285714285715,0.25373625678078104,1.102017,0.938768,0.0,0.10018336363636364,0.2658760350509486,6,3,0,0,3,3,0,9,25,0,0,0.8,231.85185185185185,64240,65535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.66666666666667,370.8333333333333,0,15,12,1810,4450
192.168.10.50,98.80.163.107,51264,443,6,2026-05-31 03:08:02,0.592398,12427.455865819938,45.577466500562124,23.63276040769888,21.944706092863246,14,13,1860,5502,583,66,132.85714285714286,134.38104518912795,2842,66,423.2307692307692,798.1597250836214,2842,66,272.6666666666667,580.6426835205332,337145.9259259261,280,260,20,5,0.022784538461538464,0.117037,0.0,0.0448094126334659,0.592398,0.120478,0.0,0.04556907692307692,0.05672681374591131,0.478072,0.118457,0.000233,0.03983933333333334,0.05376684534223256,5,6,0,0,2,3,0,11,25,0,0,0.9285714285714286,272.6666666666667,64240,26847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.85714285714286,423.2307692307692,0,14,13,1860,5502
192.168.10.50,192.168.10.1,34316,53,17,2026-05-31 03:08:02,0.00125,262400.0,2400.0,1600.0,800.0,2,1,164,164,82,82,82.0,0.0,164,164,164.0,0.0,164,82,109.33333333333333,38.655170704864595,1494.222222222222,40,20,20,2,0.000625,0.00125,0.0,0.000625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,109.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.0,164.0,0,2,1,164,164
192.168.10.50,98.80.163.107,51278,443,6,2026-05-31 03:08:02,0.582821,14520.753370245751,56.62115812573671,27.452682727629924,29.168475398106793,16,17,2086,6377,583,66,130.375,130.31734103717739,1454,66,375.11764705882354,529.6350444190949,1454,66,256.45454545454544,409.5141312475798,167701.82369146,320,340,20,6,0.018212437499999998,0.114721,-2.3e-05,0.04042465232761555,0.581578,0.116496,0.0,0.03877186666666666,0.052710986747061456,0.470362,0.122234,0.0,0.029397624999999997,0.04977433840830408,6,6,0,0,2,3,0,12,31,0,0,1.0625,256.45454545454544,64240,26847,0,0,0,0,0,0,0,0,0,0,4256.0,4.0,0,4172549.019607843137254901961,130.375,375.11764705882354,0,16,17,2086,6377
192.168.10.50,192.168.10.1,43509,53,17,2026-05-31 03:08:02,0.001449,224982.74672187716,2070.3933747412007,1380.2622498274673,690.1311249137336,2,1,162,164,81,81,81.0,0.0,164,164,164.0,0.0,164,81,108.66666666666667,39.12657522565563,1530.888888888889,40,20,20,2,0.0007245,0.001449,0.0,0.0007245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,108.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.0,164.0,0,2,1,162,164
192.168.10.50,192.168.10.1,44993,53,17,2026-05-31 03:08:02,0.000756,445767.1957671957,3968.253968253968,2645.5026455026455,1322.7513227513227,2,1,184,153,92,92,92.0,0.0,153,153,153.0,0.0,153,92,112.33333333333333,28.75567576825293,826.8888888888888,40,20,20,2,0.000378,0.000756,0.0,0.000378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,112.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.0,153.0,0,2,1,184,153
192.168.10.50,199.232.81.140,33872,443,6,2026-05-31 03:08:02,0.107815,68932.89430969716,259.7041228029495,129.85206140147474,129.85206140147474,14,14,1705,5727,583,54,121.78571428571429,131.38122206085646,2842,66,409.07142857142856,751.3674642453789,2842,54,265.42857142857144,558.1579671800184,311540.31632653053,280,280,20,6,0.0039931481481481484,0.022788,0.0,0.006908887350543253,0.10781500000000001,0.023639,0.0,0.00829346153846154,0.009323150405270203,0.08783200000000001,0.030183,1e-06,0.006756307692307692,0.010023837207719603,6,5,0,0,2,3,2,11,24,0,0,1.0,265.42857142857144,64240,65535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.78571428571429,409.07142857142856,0,14,14,1705,5727
192.168.10.50,142.251.168.84,55818,443,6,2026-05-31 03:08:02,0.075008,5079.458191126279,53.32764505119454,39.9957337883959,13.331911262798634,3,1,276,105,105,66,92.0,18.384776310850235,105,105,105.0,0.0,105,66,95.25,16.887495373796554,285.1875,60,20,20,2,0.025002666666666663,0.041374,0.0,0.017959712420365263,0.075008,0.075008,0.0,0.037504,0.037504,0,0,0,0,0,2,1,0,0,0,0,0,3,4,0,0,0.3333333333333333,95.25,62,1041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.0,105.0,0,3,1,276,105
192.168.10.50,192.168.10.1,43800,53,17,2026-05-31 03:08:03,0.001097,298997.2652689152,2734.7310847766635,1823.1540565177756,911.5770282588878,2,1,164,164,82,82,82.0,0.0,164,164,164.0,0.0,164,82,109.33333333333333,38.655170704864595,1494.222222222222,40,20,20,2,0.0005485,0.001097,0.0,0.0005485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,109.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.0,164.0,0,2,1,164,164
192.168.10.50,192.168.10.1,44243,53,17,2026-05-31 03:08:03,5.00548,98.09249063026921,0.7991241599207268,0.5993431199405451,0.1997810399801817,3,1,285,206,95,95,95.0,0.0,206,206,206.0,0.0,206,95,122.75,48.064409910036346,2310.1875,60,20,20,3,1.6684933333333332,5.004763,0.0,2.3590989233267763,5.004763,5.004763,0.0,2.5023815,2.5023815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,122.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.0,206.0,0,3,1,285,206
192.168.10.50,192.168.10.1,43030,53,17,2026-05-31 03:08:03,5.005344,100.49259351605005,0.799145872891054,0.5993594046682905,0.1997864682227635,3,1,285,218,95,95,95.0,0.0,218,218,218.0,0.0,218,95,125.75,53.26056233274298,2836.6875,60,20,20,3,1.668448,5.004538,0.0,2.3589718845977514,5.004538,5.004538,0.0,2.502269,2.502269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,125.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.0,218.0,0,3,1,285,218
192.168.10.50,54.208.27.201,41214,443,6,2026-05-31 03:08:03,0.573041,12487.762655726205,45.37197163902757,24.431061651784077,20.940909987243494,14,12,1792,5364,583,66,128.0,132.72366566883025,2842,66,447.0,825.9345212142022,2842,66,275.2307692307692,591.2881835250315,349621.7159763313,280,240,20,5,0.022921639999999997,0.118183,0.0,0.04491574277233318,0.573041,0.118255,0.0,0.04408007692307692,0.05474428427131639,0.454828,0.11336,0.0,0.041348,0.05411999431230233,5,5,0,0,2,3,0,10,24,0,0,0.8571428571428571,275.2307692307692,64240,26847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.0,447.0,0,14,12,1792,5364
192.168.10.50,172.66.0.218,32820,443,6,2026-05-31 03:08:03,0.12518,140485.70059114872,239.65489694839428,127.81594503914361,111.83895190925067,16,14,1816,15770,583,66,113.5,125.85259234517181,4230,66,1126.4285714285713,1226.9627258446953,4230,66,586.2,983.0315152628627,966350.9599999998,320,280,20,4,0.004316551724137931,0.041159,0.0,0.008379693301877551,0.12518,0.053677,0.0,0.008345333333333335,0.013239747568926265,0.113572,0.041159,1e-06,0.008736307692307693,0.012485564522430975,4,7,0,0,2,3,0,11,28,0,0,0.875,586.2,64240,65535,0,0,0,0,0,0,0,0,0,0,11945.0,7.0,0,1110026.949168292909580893969,113.5,1126.4285714285713,0,16,14,1816,15770
192.168.10.50,104.16.184.241,52734,443,6,2026-05-31 03:08:03,0.074395,83809.395792728,295.71879830633776,174.74292627192688,120.97587203441091,13,9,1730,4505,583,66,133.07692307692307,135.3579082049123,2904,66,500.55555555555554,871.2839964495709,2904,66,283.40909090909093,595.0009670802614,354026.1508264463,260,180,20,6,0.003542619047619047,0.01276,0.0,0.004473494558972996,0.074395,0.013022,0.0,0.006199583333333334,0.00547557347770279,0.063429,0.020052,0.000412,0.007928625000000002,0.006844034445002085,6,5,0,0,2,3,0,11,20,0,0,0.6923076923076923,283.40909090909093,64240,65535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.07692307692307,500.55555555555554,0,13,9,1730,4505
192.168.10.50,172.66.0.218,32824,443,6,2026-05-31 03:08:03,0.142051,124807.28752349508,225.2712054121407,105.59587753694095,119.67532787519974,15,17,1750,15979,583,66,116.66666666666667,129.36133717442613,2958,66,939.9411764705883,958.2356624417015,2958,66,554.03125,815.125507375053,664429.5927734375,300,340,20,4,0.004582290322580644,0.05647,0.0,0.010766005954207687,0.142051,0.068289,0.0,0.010146500000000001,0.017582027258985642,0.12970600000000002,0.05647,0.0,0.008106625000000001,0.015233192803361186,4,7,0,0,2,3,0,11,30,0,0,1.1333333333333333,554.03125,64240,65535,0,0,0,0,0,0,0,0,0,0,11945.0,9.0,0,2027325.186693822131704005431,116.66666666666667,939.9411764705883,0,15,17,1750,15979
192.168.10.50,17.253.113.201,39466,80,6,2026-05-31 03:08:03,0.160656,9218.454337217408,74.69375560203167,43.571357434518475,31.122398167513197,7,5,618,863,206,66,88.28571428571429,48.18332339161781,591,66,172.6,209.22294329255573,591,66,123.41666666666667,146.0185252706732,21321.409722222226,140,100,20,1,0.014605090909090908,0.056307,0.0,0.023508806367187537,0.160656,0.057106,0.0,0.026775999999999998,0.026531612295523994,0.109263,0.057178,0.0,0.02731575,0.027112597702682418,1,1,0,0,2,3,0,2,10,0,0,0.7142857142857143,123.41666666666667,64240,33212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.28571428571429,172.6,0,7,5,618,863
192.168.10.50,34.160.111.145,48370,443,6,2026-05-31 03:08:03,0.255674,27468.573261262387,121.24815194349053,66.49092203352707,54.75722990996346,17,14,1937,5086,583,54,113.94117647058823,121.06171036402458,1454,60,363.2857142857143,486.68828812281726,1454,54,226.5483870967742,361.1180522470303,130406.24765868888,340,280,20,6,0.008522466666666667,0.079241,0.0,0.01667667853567437,0.255674,0.079301,0.0,0.015979624999999997,0.02245065592826577,0.22759000000000001,0.096643,0.0,0.01750692307692308,0.026082648339052883,6,7,0,0,0,3,3,13,27,0,0,0.8235294117647058,226.5483870967742,64240,65535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.94117647058823,363.2857142857143,0,17,14,1937,5086
192.168.10.50,146.190.62.39,34678,80,6,2026-05-31 03:08:03,0.508603,14240.9698723759,33.424891319948955,19.66170077644056,13.763190543508394,10,7,825,6418,215,66,82.5,44.27922763554035,2842,66,916.8571428571429,974.5650207101816,2842,66,426.05882352941177,748.903234979875,560856.0553633219,200,140,20,1,0.0317876875,0.16965,0.0,0.06586701280773892,0.508603,0.169681,0.0,0.056511444444444434,0.07949870212652826,0.33936499999999997,0.169907,0.0,0.05656083333333334,0.07973328100071443,1,3,0,0,2,3,0,4,15,0,0,0.7,426.05882352941177,64240,65160,0,0,0,0,0,0,0,0,0,0,5948.0,4.0,0,8204137.931034482758620689655,82.5,916.8571428571429,0,10,7,825,6418
192.168.10.50,192.168.50.100,34400,53,17,2026-05-31 03:08:04,0.0,0,0,0,0,2,0,266,0,133,133,133.0,0.0,0,0,0,0.0,133,133,133.0,0.0,0.0,40,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,133.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.0,0,0,2,0,266,0
192.168.10.50,192.168.50.100,51501,53,17,2026-05-31 03:08:04,0.0,0,0,0,0,2,0,266,0,133,133,133.0,0.0,0,0,0,0.0,133,133,133.0,0.0,0.0,40,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,133.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.0,0,0,2,0,266,0
192.168.10.50,192.168.50.100,53467,53,17,2026-05-31 03:08:04,0.0,0,0,0,0,2,0,266,0,133,133,133.0,0.0,0,0,0,0.0,133,133,133.0,0.0,0.0,40,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,133.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.0,0,0,2,0,266,0
192.168.10.50,192.168.50.100,34268,53,17,2026-05-31 03:08:04,0.0,0,0,0,0,2,0,266,0,133,133,133.0,0.0,0,0,0,0.0,133,133,133.0,0.0,0.0,40,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,133.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.0,0,0,2,0,266,0
192.168.10.50,192.168.50.100,51259,53,17,2026-05-31 03:08:04,0.0,0,0,0,0,2,0,266,0,133,133,133.0,0.0,0,0,0,0.0,133,133,133.0,0.0,0.0,40,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,133.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.0,0,0,2,0,266,0
192.168.10.50,192.168.50.100,56151,53,17,2026-05-31 03:08:04,0.0,0,0,0,0,2,0,266,0,133,133,133.0,0.0,0,0,0,0.0,133,133,133.0,0.0,0.0,40,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,133.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.0,0,0,2,0,266,0
192.168.10.50,192.168.50.100,50920,8080,6,2026-05-31 03:08:07,0.006929,109828.25804589406,1587.5306682060902,865.9258190215038,721.6048491845864,6,5,421,340,75,66,70.16666666666667,4.179978734661484,74,66,68.0,3.0983866769659336,75,66,69.18181818181819,3.880444721893281,15.057851239669423,120,100,20,1,0.0006929,0.002052,0.0,0.0007812005440346288,0.005394,0.002412,0.0,0.0010788,0.000977869807285203,0.004877,0.002422,1e-06,0.00121925,0.001012962579516144,1,1,0,0,2,3,0,2,9,0,0,0.8333333333333334,69.18181818181819,64240,65160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.16666666666667,68.0,0,6,5,421,340
192.168.10.50,34.107.221.82,50590,80,6,2026-05-31 03:08:08,0.090606,11743.151667659977,121.40476348144713,77.25757676092091,44.14718672052623,7,4,576,488,164,66,82.28571428571429,33.5419323308869,282,66,122.0,92.43376006633075,282,66,96.72727272727273,64.71348167687937,4187.834710743801,140,80,20,1,0.009060599999999999,0.034411,0.0,0.013659124636666874,0.090606,0.034441,0.0,0.015100999999999998,0.015057661947770423,0.061703,0.034732,0.000603,0.020567666666666665,0.014524234009253484,1,1,0,0,2,3,0,2,9,0,0,0.5714285714285714,96.72727272727273,64240,65535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.28571428571429,122.0,0,7,4,576,488
